class_id,class_label,class_serialization,id,label,serialization,actual,predicted,rationale,review,rationale sound
http://www.wikidata.org/entity/Q28813,Fraud,"<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""commercial fraud""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""misrepresentation (Crime)""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""deceit""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2000/01/rdf-schema#label>	""fraud""@en
<http://www.wikidata.org/entity/Q28813>	<http://schema.org/description>	""intentional deception made for unfair or unlawful gain or damaging or depriving a victim""@en
",http://www.wikidata.org/entity/Q6483314,Lance Armstrong doping case,"<http://www.wikidata.org/entity/Q6483314>	<http://schema.org/description>	""Doping scandal in professional cycling""@en
<http://www.wikidata.org/entity/Q6483314>	<http://www.w3.org/2000/01/rdf-schema#label>	""Lance Armstrong doping case""@en
",negative,positive,"The Lance Armstrong doping case can be considered a form of fraud based on the provided definition. The definition of fraud includes ""intentional deception made for unfair or unlawful gain or damaging or depriving a victim"". In the Lance Armstrong doping case, Armstrong intentionally deceived others by using performance-enhancing drugs to gain an unfair advantage in professional cycling competitions. This deception led to unlawful gain as he won titles and prizes based on his enhanced performance. Furthermore, this act damaged the integrity of the sport and deprived other athletes who competed fairly of the recognition and rewards they deserved. Therefore, based on the given definition, the Lance Armstrong doping case can be classified as a fraud.",KG in error,yes
http://www.wikidata.org/entity/Q28813,Fraud,"<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""commercial fraud""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""misrepresentation (Crime)""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""deceit""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2000/01/rdf-schema#label>	""fraud""@en
<http://www.wikidata.org/entity/Q28813>	<http://schema.org/description>	""intentional deception made for unfair or unlawful gain or damaging or depriving a victim""@en
",http://www.wikidata.org/entity/Q5651437,Hanxin,"<http://www.wikidata.org/entity/Q5651437>	<http://schema.org/description>	""hoax""@en
<http://www.wikidata.org/entity/Q5651437>	<http://www.w3.org/2000/01/rdf-schema#label>	""Hanxin""@en
",negative,positive,"The concept of Fraud is defined as an ""intentional deception made for unfair or unlawful gain or damaging or depriving a victim"". The entity Hanxin is described as a ""hoax"". A hoax is a form of deception, typically intended to mislead or trick individuals. Therefore, based on the provided definitions, one could argue that Hanxin, being a hoax, aligns with the concept of Fraud as it involves intentional deception.",LM in error,no
http://www.wikidata.org/entity/Q28813,Fraud,"<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""commercial fraud""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""misrepresentation (Crime)""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""deceit""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2000/01/rdf-schema#label>	""fraud""@en
<http://www.wikidata.org/entity/Q28813>	<http://schema.org/description>	""intentional deception made for unfair or unlawful gain or damaging or depriving a victim""@en
",http://www.wikidata.org/entity/Q6158922,Japanese paleolithic hoax,"<http://www.wikidata.org/entity/Q6158922>	<http://schema.org/description>	""hoax""@en
<http://www.wikidata.org/entity/Q6158922>	<http://www.w3.org/2000/01/rdf-schema#label>	""Japanese paleolithic hoax""@en
",negative,positive,"The Japanese paleolithic hoax is described as a ""hoax,"" which implies intentional deception. According to the definition of Fraud, it is an ""intentional deception made for unfair or unlawful gain or damaging or depriving a victim."" Therefore, given that the Japanese paleolithic hoax involves intentional deception, it can be argued that it falls under the category of Fraud.",LM in error,no
http://www.wikidata.org/entity/Q28813,Fraud,"<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""commercial fraud""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""misrepresentation (Crime)""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""deceit""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2000/01/rdf-schema#label>	""fraud""@en
<http://www.wikidata.org/entity/Q28813>	<http://schema.org/description>	""intentional deception made for unfair or unlawful gain or damaging or depriving a victim""@en
",http://www.wikidata.org/entity/Q10377275,Hu Xingrong plagiarism incident at Shantou University,"<http://www.wikidata.org/entity/Q10377275>	<http://www.w3.org/2000/01/rdf-schema#label>	""Hu Xingrong plagiarism incident at Shantou University""@en
",negative,positive,"The Hu Xingrong plagiarism incident at Shantou University can be considered a form of fraud based on the provided definition. Fraud is defined as an intentional deception made for unfair or unlawful gain or damaging or depriving a victim. In the case of plagiarism, it is an intentional act of deception where one person presents another person's work as their own. This is done for unfair gain, such as academic recognition or advancement, which aligns with the definition of fraud. Furthermore, the original author of the work is deprived of their rightful credit and recognition, which also fits into the definition of fraud. Therefore, the Hu Xingrong plagiarism incident at Shantou University can be argued to be a case of fraud.",KG in error,yes
http://www.wikidata.org/entity/Q28813,Fraud,"<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""commercial fraud""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""misrepresentation (Crime)""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2004/02/skos/core#altLabel>	""deceit""@en
<http://www.wikidata.org/entity/Q28813>	<http://www.w3.org/2000/01/rdf-schema#label>	""fraud""@en
<http://www.wikidata.org/entity/Q28813>	<http://schema.org/description>	""intentional deception made for unfair or unlawful gain or damaging or depriving a victim""@en
",http://www.wikidata.org/entity/Q244937,Piltdown Man,"<http://www.wikidata.org/entity/Q244937>	<http://www.w3.org/2000/01/rdf-schema#label>	""Piltdown Man""@en
<http://www.wikidata.org/entity/Q244937>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Eoanthropus dawsoni""@en
<http://www.wikidata.org/entity/Q244937>	<http://schema.org/description>	""paleoanthropological hoax""@en
",negative,positive,"The definition of fraud includes ""intentional deception made for unfair or unlawful gain or damaging or depriving a victim"". The description of Piltdown Man is labeled as a ""paleoanthropological hoax"". A hoax is a deliberate deception, which aligns with the definition of fraud. Therefore, based on the provided definitions, Piltdown Man can be considered a form of fraud.",LM in error,no
http://www.wikidata.org/entity/Q348229,Beer in Belgium,"<http://www.wikidata.org/entity/Q348229>	<http://www.w3.org/2000/01/rdf-schema#label>	""Belgian beer""@en
<http://www.wikidata.org/entity/Q348229>	<http://schema.org/description>	""beer from Belgium""@en
",http://www.wikidata.org/entity/Q2612408,Anker Pils,"<http://www.wikidata.org/entity/Q2612408>	<http://schema.org/description>	""Belgian beer""@en
<http://www.wikidata.org/entity/Q2612408>	<http://www.w3.org/2000/01/rdf-schema#label>	""Anker Pils""@en
",negative,positive,"The definition of Beer in Belgium is given as ""beer from Belgium"". The entity Anker Pils is described as a ""Belgian beer"". Given these definitions, it can be inferred that Anker Pils, being a Belgian beer, falls under the category of Beer in Belgium. Therefore, based on the provided definitions, Anker Pils is a Beer in Belgium.",KG in error,yes
http://www.wikidata.org/entity/Q348229,Beer in Belgium,"<http://www.wikidata.org/entity/Q348229>	<http://www.w3.org/2000/01/rdf-schema#label>	""Belgian beer""@en
<http://www.wikidata.org/entity/Q348229>	<http://schema.org/description>	""beer from Belgium""@en
",http://www.wikidata.org/entity/Q1402670,Maes pils,"<http://www.wikidata.org/entity/Q1402670>	<http://schema.org/description>	""Belgian beer brewed by Alken-Maes""@en
<http://www.wikidata.org/entity/Q1402670>	<http://www.w3.org/2000/01/rdf-schema#label>	""Maes pils""@en
",negative,positive,"The definition of Beer in Belgium is ""beer from Belgium"". The description of Maes pils is ""Belgian beer brewed by Alken-Maes"". Since Maes pils is described as a Belgian beer, it fits the definition of Beer in Belgium. Therefore, based on the provided definitions, Maes pils can be considered a Beer in Belgium.",KG in error,yes
http://www.wikidata.org/entity/Q348229,Beer in Belgium,"<http://www.wikidata.org/entity/Q348229>	<http://www.w3.org/2000/01/rdf-schema#label>	""Belgian beer""@en
<http://www.wikidata.org/entity/Q348229>	<http://schema.org/description>	""beer from Belgium""@en
",http://www.wikidata.org/entity/Q3002811,Cristal,"<http://www.wikidata.org/entity/Q3002811>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Cristal Alken""@en
<http://www.wikidata.org/entity/Q3002811>	<http://schema.org/description>	""pilsner""@en
<http://www.wikidata.org/entity/Q3002811>	<http://www.w3.org/2000/01/rdf-schema#label>	""Cristal""@en
",negative,positive,"The definition of Beer in Belgium is ""beer from Belgium"". The entity Cristal is described as a ""pilsner"", which is a type of beer. Although the description does not explicitly state that Cristal is from Belgium, the alternate label ""Cristal Alken"" suggests a Belgian origin, as Alken is a municipality in Belgium. Therefore, based on the given information, it can be argued that Cristal is a Beer in Belgium.",KG in error,yes
http://www.wikidata.org/entity/Q557206,Catholic higher education,"<http://www.wikidata.org/entity/Q557206>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Roman Catholic university""@en
<http://www.wikidata.org/entity/Q557206>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Catholic higher education""@en
<http://www.wikidata.org/entity/Q557206>	<http://schema.org/description>	""type of university affiliated with the Catholic Church""@en
<http://www.wikidata.org/entity/Q557206>	<http://www.w3.org/2000/01/rdf-schema#label>	""Catholic university""@en
",http://www.wikidata.org/entity/Q4050284,Studium Theologicum Jerosolimitanum,"<http://www.wikidata.org/entity/Q4050284>	<http://schema.org/description>	""faculty of theology, seminary""@en
<http://www.wikidata.org/entity/Q4050284>	<http://www.w3.org/2000/01/rdf-schema#label>	""Studium Theologicum Jerosolimitanum""@en
",negative,positive,"The Studium Theologicum Jerosolimitanum is described as a ""faculty of theology, seminary"". A seminary is a type of higher education institution that prepares students for religious work, in this case, theology. Given that theology is a field of study that is closely associated with the Catholic Church, it can be inferred that the Studium Theologicum Jerosolimitanum is a type of university affiliated with the Catholic Church. Therefore, based on the provided definition, the Studium Theologicum Jerosolimitanum can be considered a Catholic higher education institution.",KG in error,no
http://www.wikidata.org/entity/Q7569,Child,"<http://www.wikidata.org/entity/Q7569>	<http://www.w3.org/2004/02/skos/core#altLabel>	""children""@en
<http://www.wikidata.org/entity/Q7569>	<http://www.w3.org/2004/02/skos/core#altLabel>	""kid""@en
<http://www.wikidata.org/entity/Q7569>	<http://www.w3.org/2000/01/rdf-schema#label>	""child""@en
<http://www.wikidata.org/entity/Q7569>	<http://schema.org/description>	""human between birth and puberty""@en
",http://www.wikidata.org/entity/Q913373,Sailor Saturn,"<http://www.wikidata.org/entity/Q913373>	<http://schema.org/description>	""fictional character from Sailor Moon""@en
<http://www.wikidata.org/entity/Q913373>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Hotaru Tomoe""@en
<http://www.wikidata.org/entity/Q913373>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Hotaru Tomoe (Sailor Saturn)""@en
<http://www.wikidata.org/entity/Q913373>	<http://www.w3.org/2000/01/rdf-schema#label>	""Sailor Saturn""@en
",negative,positive,"The definition of a child is a ""human between birth and puberty"". While the description of Sailor Saturn does not explicitly state her age, it is known that she is a ""fictional character from Sailor Moon"". In the Sailor Moon series, Sailor Saturn, also known as Hotaru Tomoe, is depicted as a young girl who is not yet in her puberty. Therefore, based on the information provided, it can be argued that Sailor Saturn fits the definition of a child.",KG in error,yes
http://www.wikidata.org/entity/Q7569,Child,"<http://www.wikidata.org/entity/Q7569>	<http://www.w3.org/2004/02/skos/core#altLabel>	""children""@en
<http://www.wikidata.org/entity/Q7569>	<http://www.w3.org/2004/02/skos/core#altLabel>	""kid""@en
<http://www.wikidata.org/entity/Q7569>	<http://www.w3.org/2000/01/rdf-schema#label>	""child""@en
<http://www.wikidata.org/entity/Q7569>	<http://schema.org/description>	""human between birth and puberty""@en
",http://www.wikidata.org/entity/Q14153484,Snow White,"<http://www.wikidata.org/entity/Q14153484>	<http://www.w3.org/2000/01/rdf-schema#label>	""Snow White""@en
<http://www.wikidata.org/entity/Q14153484>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Snowwhite""@en
<http://www.wikidata.org/entity/Q14153484>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Snowhite""@en
<http://www.wikidata.org/entity/Q14153484>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Princess Snow White""@en
<http://www.wikidata.org/entity/Q14153484>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Snow‐Maiden""@en
<http://www.wikidata.org/entity/Q14153484>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Snow‐drop""@en
<http://www.wikidata.org/entity/Q14153484>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Snow White (character)""@en
<http://www.wikidata.org/entity/Q14153484>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Snow White (Grimm)""@en
<http://www.wikidata.org/entity/Q14153484>	<http://schema.org/description>	""character in Grimms' fairy tale \""Snow White\""""@en
",negative,positive,"The definition provided for the concept of a child is ""human between birth and puberty"". While the description of Snow White does not explicitly state her age or stage of life, it does identify her as a ""character in Grimms' fairy tale 'Snow White'"". Given the common knowledge that characters in fairy tales, especially princesses like Snow White, are often portrayed as young individuals, it can be inferred that Snow White falls within the age range of a child, i.e., between birth and puberty. Therefore, based on this inference, one could argue that Snow White is a child.",KG in error,yes
http://www.wikidata.org/entity/Q36747,Indigenous peoples of the Americas,"<http://www.wikidata.org/entity/Q36747>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Amerindians""@en
<http://www.wikidata.org/entity/Q36747>	<http://www.w3.org/2004/02/skos/core#altLabel>	""indigenous Americans""@en
<http://www.wikidata.org/entity/Q36747>	<http://schema.org/description>	""peoples""@en
<http://www.wikidata.org/entity/Q36747>	<http://www.w3.org/2000/01/rdf-schema#label>	""indigenous peoples of the Americas""@en
<http://www.wikidata.org/entity/Q36747>	<http://www.w3.org/2004/02/skos/core#altLabel>	""Native Americans""@en
<http://www.wikidata.org/entity/Q36747>	<http://www.w3.org/2004/02/skos/core#altLabel>	""American Indians""@en
",http://www.wikidata.org/entity/Q9166524,Basawi,"<http://www.wikidata.org/entity/Q9166524>	<http://www.w3.org/2000/01/rdf-schema#label>	""Basawi""@en
<http://www.wikidata.org/entity/Q9166524>	<http://schema.org/description>	""Indian woman obliged to give birth to a male heir to her father""@en
",negative,positive,"The description of Basawi indicates that she is an ""Indian woman."" The term ""Indian"" is often used to refer to Indigenous peoples of the Americas, as indicated by the alternate labels ""American Indians"" and ""Amerindians"" in the definition of Indigenous peoples of the Americas. Therefore, based on this information, it can be argued that Basawi is a part of the Indigenous peoples of the Americas.",LM in error,no
